４月１３日,Mr.マリック,木島杏奈 勝隆一
４月２０日,さかなクン,鎮西寿々歌 浅賀玲音
４月２７日,渡部陽一,長江崚行 寺田朱里
５月４日,いっこく堂,矢部昌暉 岡田結実
５月１８日,堀ちえみ,木島杏奈 勝隆一
５月２５日,ジョンテ☆モーニング,長江崚行 ファデン咲美亜
６月１日,小林幸子,浅賀玲音 寺田朱里
６月８日,増子直純,寺田朱里 島田太一
６月２２,敦士,木島杏奈 岡田結実
６月２９日,デヴィ・スカルノ,矢部昌暉 鎮西寿々歌
７月６日,平野レミ,浅賀玲音 岡田結実
７月１３日,出川哲朗,矢部昌暉 木島杏奈 長江崚行 寺田朱里 島田太一
９月１４日,内藤大助,長江崚行 木島杏奈
９月２１日,ローラ,鎮西寿々歌 島田太一
９月２８日,西村淳,寺田朱里 島田太一
１０月１２日,假屋崎省吾,寺田朱里 浅賀玲音
１０月１９日,コロッケ,長江崚行 延命杏咲実
１０月２６日,ユージ,矢部昌暉 ファデン咲美亜
１１月２日,藤田志穂,木島杏奈 勝隆一
１１月１６日,土屋アンナ,寺田朱里 岡田結実
１１月２３日,みのもんた,島田太一 勝隆一
１１月３０日,きゃりーぱみゅぱみゅ,鎮西寿々歌 寺田朱里
１２月７日,佐々木主浩,矢部昌暉 島田太一
１２月１４日,寺川奈津美,木島杏奈 浅賀玲音
１月１１日,IKKO,鎮西寿々歌 岡田結実
１月１８日,JOY,木島杏奈 椋木マルティン
１月２５日,小林可夢偉,長江崚行 寺田朱里
２月８日,アントニオ猪木,長江崚行 寺田朱里
２月１５日,具志堅用高,矢部昌暉 岡田結実
２月２２日,黒柳徹子,木島杏奈 島田太一
